GROUP_ID,STAR_MACID,STAR_ID,VWMONITOR,IR_ID,MASTER_ID,BEACON_SLOT,COUNT,VW_RIGHTCOUNT,VW_LEFTCOUNT,MONITOR_LIST,VWRIGHT_MONITORLIST,VWLEFT_MONITORLIST,PROFILE_ID,CONTAMINATED
1456,00_24_DD_01_51_9E,564,1,311,555456,31,4,0,0,"552452, 552644, 555456, 555873",,,3,0
1457,00_24_DD_01_51_9E,564,1,264,552656,31,2,0,0,"552656, 552665",,,4,0
1458,00_24_DD_01_51_9E,564,1,260,293901,31,4,0,0,"293901, 326512, 555853, 556169",,,6,0
1459,00_24_DD_01_51_9E,564,1,425,326514,31,3,0,0,"326514, 555716, 555755",,,1,0
1460,00_24_DD_01_51_9E,564,1,435,327197,31,3,0,0,"326483, 327197, 555711",,,4,0
1461,00_24_DD_01_51_9E,564,1,255,555675,31,3,0,0,"555675, 555718, 555831",,,3,0
1462,00_24_DD_01_51_DF,561,1,419,552078,27,6,0,0,"326772, 552023, 552032, 552070, 552072, 552078",,,6,0
1463,00_24_DD_01_51_FF,565,1,235,552728,32,5,0,0,"552659, 552660, 552728, 552739, 555680",,,5,0
1464,00_24_DD_01_51_9E,564,1,313,555715,31,2,0,0,"327005, 555715",,,4,0
1465,00_24_DD_01_51_DF,561,1,356,552068,27,3,0,0,"552068, 552073, 552075",,,1,0
