GROUP_ID,STAR_MACID,STAR_ID,VWMONITOR,IR_ID,MASTER_ID,BEACON_SLOT,COUNT,VW_RIGHTCOUNT,VW_LEFTCOUNT,MONITOR_LIST,VWRIGHT_MONITORLIST,VWLEFT_MONITORLIST,PROFILE_ID,CONTAMINATED
1199,00_24_DD_00_BE_E5,480,1,3016,446849,15,4,0,0,"443664, 443990, 446847, 446849",,,2,0
1200,00_24_DD_00_BF_26,482,1,3012,446839,18,9,0,0,"355433, 429447, 446480, 446661, 446685, 446729, 446739, 446839, 446860",,,1,0
1201,00_24_DD_00_BF_26,482,1,3039,352527,18,4,0,0,"352118, 352527, 352576, 352600",,,5,0
1202,00_24_DD_00_CC_25,590,1,2877,445219,18,1,0,1,445219,,445215,6,0
1203,00_24_DD_00_CC_25,590,1,2881,445211,18,2,1,1,"445086, 445211",445215,445210,2,0
1204,00_24_DD_00_CC_25,590,1,2888,445201,18,2,1,1,"445201, 445222",445210,445208,3,0
1205,00_24_DD_00_CC_25,590,1,2889,445195,18,2,1,0,"294013, 445195",445208,,5,0
1206,00_24_DD_00_C0_66,386,1,665,281166,33,2,0,0,"281166, 434222",,,3,0
1207,00_24_DD_00_BF_D9,407,1,1811,512122,14,2,0,0,"434402, 512122",,,2,0
1208,00_24_DD_00_C0_66,386,1,669,281205,33,2,0,0,"281205, 433967",,,2,0
1209,00_24_DD_00_C0_66,386,1,691,434135,33,2,0,0,"280854, 434135",,,5,0
1210,00_24_DD_00_C4_89,388,1,662,280991,37,2,0,0,"280991, 434272",,,6,0
1211,00_24_DD_00_C4_89,388,1,828,434126,37,2,0,0,"281276, 434126",,,4,0
1212,00_24_DD_00_C4_89,388,1,675,281246,37,2,0,0,"281246, 434282",,,1,0
1213,00_24_DD_00_C4_89,388,1,733,434335,37,2,0,0,"281263, 434335",,,5,0
1214,00_24_DD_00_C0_56,253,1,3376,392209,1,6,0,0,"392209, 392666, 392686, 392720, 392780, 392899",,,1,0
1215,00_24_DD_00_C0_56,253,1,3357,393003,1,3,0,0,"392469, 392705, 393003",,,6,0
1216,00_24_DD_00_C0_56,253,1,3359,392225,1,2,0,0,"392225, 392495",,,3,0
1217,00_24_DD_00_C0_56,253,1,3360,392953,1,2,0,0,"392783, 392953",,,5,0
1218,00_24_DD_00_C0_56,253,1,3372,392255,1,3,0,0,"392255, 392747, 392826",,,2,0
1219,00_24_DD_00_C0_56,253,1,3380,392976,1,3,0,0,"392786, 392973, 392976",,,4,0
1220,00_24_DD_00_C0_56,253,1,3382,392761,1,2,0,0,"392656, 392761",,,3,0
1221,00_24_DD_00_C0_56,253,1,3320,392391,1,2,0,0,"392391, 392458",,,2,0
1222,00_24_DD_00_C0_56,253,1,3328,392558,1,3,0,0,"392492, 392552, 392558",,,5,0
1223,00_24_DD_00_C0_56,253,1,3323,392737,1,2,0,0,"392737, 393102",,,4,0
1224,00_24_DD_00_C4_23,250,1,3274,294490,44,2,0,0,"294490, 294755",,,2,0
1225,00_24_DD_00_C0_4A,254,1,3279,432738,2,8,0,0,"317555, 430541, 432642, 432729, 432738, 432957, 433103, 433891",,,2,0
1226,00_24_DD_00_C3_63,255,1,3268,392856,3,10,0,0,"294663, 392807, 392856, 392968, 392970, 393169, 393194, 432851, 432927, 433105",,,5,0
1227,00_24_DD_00_C3_63,255,1,3310,392675,3,3,0,0,"392318, 392580, 392675",,,4,0
1228,00_24_DD_00_C3_63,255,1,3303,392974,3,2,0,0,"392974, 393114",,,2,0
1229,00_24_DD_00_C3_63,255,1,3298,392910,3,3,0,0,"392910, 393046, 393082",,,3,0
1230,00_24_DD_00_C3_63,255,1,3296,392487,3,2,0,0,"392280, 392487",,,6,0
1231,00_24_DD_00_C0_AE,285,1,2956,392959,43,7,0,0,"392226, 392587, 392632, 392692, 392703, 392959, 393065",,,1,0
1232,00_24_DD_00_C0_AE,285,1,2931,392454,43,2,0,0,"392454, 392500",,,3,0
1233,00_24_DD_00_C0_AE,285,1,2929,392510,43,3,0,0,"392393, 392507, 392510",,,5,0
1234,00_24_DD_00_C0_AE,285,1,2936,392449,43,2,0,0,"392362, 392449",,,4,0
1235,00_24_DD_00_C0_AE,285,1,2938,392357,43,3,0,0,"392239, 392357, 392501",,,2,0
1236,00_24_DD_00_C0_AE,285,1,2946,392629,43,3,0,0,"392629, 392862, 393011",,,3,0
1237,00_24_DD_00_C0_AE,285,1,2950,392293,43,2,0,0,"392293, 392767",,,5,0
1238,00_24_DD_00_C0_AE,285,1,2922,393053,43,3,0,0,"392213, 392738, 393053",,,4,0
1239,00_24_DD_00_C0_AE,285,1,2915,392725,43,2,0,0,"392725, 393001",,,2,0
1240,00_24_DD_00_C3_E8,284,1,2852,294462,42,2,0,0,"294419, 294462",,,5,0
1241,00_24_DD_00_C0_37,286,1,2988,392697,44,9,0,0,"392697, 392913, 553802, 553807, 553809, 553810, 553814, 553988, 554057",,,6,0
1242,00_24_DD_00_C0_8F,287,1,2907,392276,45,9,0,0,"392276, 392375, 392482, 392700, 392929, 393073, 429540, 433279, 433360",,,5,0
1243,00_24_DD_00_C0_8F,287,1,2962,392564,45,3,0,0,"392231, 392564, 392937",,,4,0
1244,00_24_DD_00_C0_8F,287,1,2967,392822,45,2,0,0,"392613, 392822",,,2,0
1245,00_24_DD_00_CB_CE,143,1,2243,224786,45,2,0,0,"224786, 315620",,,1,0
1246,00_24_DD_00_CB_CE,143,1,3651,224884,45,2,0,0,"224884, 318880",,,2,0
1247,00_24_DD_00_CB_35,455,1,3653,350280,30,2,0,0,"350182, 350280",,,2,0
1248,00_24_DD_00_CB_35,455,1,3660,350175,30,2,0,0,"350175, 355799",,,4,0
1249,00_24_DD_00_C4_EB,389,1,416,315703,38,3,0,0,"281602, 315703, 434003",,,2,0
1250,00_24_DD_00_C5_88,585,1,3686,437028,10,1,2,1,437028,"356094, 357110",356101,5,0
1251,00_24_DD_00_C5_88,585,1,3778,350836,10,2,2,1,"350836, 356299","351426, 357378",354765,1,0
1252,00_24_DD_00_C5_88,585,1,3847,355990,10,2,2,2,"355990, 434586","356101, 357158","356121, 357110",6,0
1253,00_24_DD_00_C5_88,585,1,3767,443800,10,2,2,2,"443800, 443801","351404, 354765","351426, 352946",2,0
1254,00_24_DD_00_C5_88,585,1,3759,443987,10,2,2,2,"442927, 443987","351395, 352946","351404, 352665",3,0
1255,00_24_DD_00_C5_88,585,1,3754,443891,10,2,2,2,"443740, 443891","352665, 353300","351395, 352933",4,0
1256,00_24_DD_00_C5_88,585,1,3694,434624,10,2,2,2,"434624, 437077","356121, 357151","356152, 357158",5,0
1257,00_24_DD_00_C5_88,585,1,3785,433966,10,2,1,1,"433966, 437236",357111,357151,1,0
1258,00_24_DD_00_C5_88,585,1,3762,433827,10,2,2,2,"433827, 437039","356111, 356168","356118, 357111",3,0
1259,00_24_DD_00_C5_88,585,1,3701,443803,10,2,1,1,"443803, 443816",352933,352952,5,0
1260,00_24_DD_00_C5_88,585,1,3747,437016,10,1,1,2,437016,356118,"356111, 356185",4,0
1261,00_24_DD_00_C5_88,585,1,3744,353305,10,2,0,2,"352687, 353305",,"352658, 443762",4,0
1262,00_24_DD_00_C5_88,585,1,3782,353312,10,2,1,1,"353287, 353312",352658,352955,1,0
1263,00_24_DD_00_C5_88,585,1,3772,354115,10,2,1,1,"353304, 354115",352955,352678,2,0
1264,00_24_DD_00_C5_88,585,1,3693,357377,10,2,1,1,"354673, 357377",352678,352951,5,0
1265,00_24_DD_00_C5_88,585,1,3738,351526,10,2,1,1,"351526, 357154",352951,352973,4,0
1266,00_24_DD_00_C5_88,585,1,3755,351399,10,2,1,1,"351399, 355195",352973,355428,3,0
1267,00_24_DD_00_C5_88,585,1,3665,351508,10,2,1,1,"351424, 351508",355428,357061,6,0
1268,00_24_DD_00_C6_EA,559,1,3854,434707,25,2,0,0,"434686, 434707",,,6,0
1269,00_24_DD_00_CB_2E,74,1,3858,350548,2,2,0,0,"350548, 350947",,,4,0
1270,00_24_DD_00_C5_88,585,1,3675,443882,10,1,2,1,443882,"352952, 443762",353288,6,0
1271,00_24_DD_00_C5_88,585,1,3680,351417,10,1,1,0,351417,357061,,5,0
1272,00_24_DD_00_C6_26,421,1,3227,224752,32,2,0,0,"224752, 443796",,,1,0
1273,00_24_DD_00_CB_6F,262,1,3893,392754,13,2,0,0,"392274, 392754",,,3,0
1274,00_24_DD_00_CB_6F,262,1,3901,392389,13,2,0,0,"392389, 392928",,,4,0
1275,00_24_DD_00_CB_6F,262,1,3904,393070,13,2,0,0,"393070, 393088",,,3,0
1276,00_24_DD_00_CB_6F,262,1,3982,392253,13,3,0,0,"392253, 392432, 393050",,,4,0
1277,00_24_DD_00_CB_6F,262,1,3981,392409,13,3,0,0,"392409, 392839, 392887",,,5,0
1278,00_24_DD_00_CB_6C,263,1,3896,392229,14,14,0,0,"392229, 392416, 392420, 392421, 392441, 392443, 392522, 392576, 392608, 392763, 392793, 392801, 392861, 393127",,,2,0
1279,00_24_DD_00_CB_6C,263,1,3963,392466,14,3,0,0,"392466, 392772, 392830",,,1,0
1280,00_24_DD_00_CB_6C,263,1,3969,392617,14,3,0,0,"392250, 392296, 392617",,,4,0
1281,00_24_DD_00_CB_6C,263,1,3937,393071,14,2,0,0,"393061, 393071",,,4,0
1282,00_24_DD_00_CB_6C,263,1,3880,294629,14,2,0,0,"294629, 392538",,,4,0
1283,00_24_DD_00_CB_4D,266,1,251,392957,18,2,0,0,"263558, 392957",,,6,0
1284,00_24_DD_00_CB_4E,264,1,3921,392691,15,2,0,0,"392691, 392730",,,3,0
1285,00_24_DD_00_CB_4E,264,1,3916,392922,15,2,0,0,"392745, 392922",,,4,0
1286,00_24_DD_00_CB_4E,264,1,3911,392906,15,2,0,0,"392883, 392906",,,3,0
1287,00_24_DD_00_CB_4E,264,1,3908,392316,15,6,0,0,"392212, 392273, 392316, 392386, 392489, 392952",,,1,0
1288,00_24_DD_00_CB_4E,264,1,3887,263570,15,2,0,0,"263570, 392323",,,2,0
1289,00_24_DD_00_CB_4E,264,1,242,392949,15,2,0,0,"392657, 392949",,,3,0
1290,00_24_DD_00_BD_9F,422,1,166,393193,33,2,0,0,"393125, 393193",,,2,0
1291,00_24_DD_00_BD_9F,422,1,168,393118,33,3,0,0,"393059, 393116, 393118",,,4,0
1292,00_24_DD_00_BD_9F,422,1,154,392784,33,8,0,0,"392526, 392618, 392742, 392752, 392766, 392784, 393018, 393052",,,5,0
1293,00_24_DD_00_BD_9F,422,1,172,393111,33,2,0,0,"392593, 393111",,,3,0
1294,00_24_DD_00_BD_9F,422,1,193,393100,33,2,0,0,"392514, 393100",,,2,0
1295,00_24_DD_00_BD_9F,422,1,196,392355,33,7,0,0,"392355, 392367, 392479, 392488, 392572, 392667, 392914",,,1,0
1296,00_24_DD_00_BD_9F,422,1,213,392670,33,2,0,0,"392628, 392670",,,2,0
1297,00_24_DD_00_BD_9F,422,1,207,393099,33,2,0,0,"393047, 393099",,,3,0
1298,00_24_DD_00_BD_9F,422,1,152,392774,33,2,0,0,"392769, 392774",,,2,0
1299,00_24_DD_00_BF_84,424,1,103,392740,37,2,0,0,"392740, 392778",,,3,0
1300,00_24_DD_00_BF_84,424,1,131,392498,37,3,0,0,"392481, 392498, 392800",,,1,0
1301,00_24_DD_00_BF_84,424,1,144,392279,37,2,0,0,"392279, 392836",,,4,0
1302,00_24_DD_00_BF_84,424,1,133,392532,37,2,0,0,"392520, 392532",,,2,0
1303,00_24_DD_00_BF_84,424,1,94,393110,37,2,0,0,"392450, 393110",,,4,0
1304,00_24_DD_00_BF_84,424,1,89,392997,37,3,0,0,"392240, 392884, 392997",,,6,0
1305,00_24_DD_00_BF_84,424,1,68,393015,37,3,0,0,"392741, 392892, 393015",,,4,0
1306,00_24_DD_00_BF_84,424,1,4027,393124,37,3,0,0,"392468, 392528, 393124",,,6,0
1307,00_24_DD_00_BF_84,424,1,91,392897,37,5,0,0,"392808, 392868, 392897, 393022, 393023",,,2,0
1308,00_24_DD_00_C0_5A,425,1,222,393164,38,8,0,0,"392243, 392555, 392579, 392589, 392827, 393041, 393113, 393164",,,5,0
1309,00_24_DD_00_C0_5A,425,1,4021,392606,38,3,0,0,"392464, 392606, 393080",,,6,0
1310,00_24_DD_00_CB_6C,263,1,3957,392216,14,2,0,0,"392216, 392719",,,5,0
1311,00_24_DD_00_CB_35,455,1,1766,349926,30,1,1,0,349926,353377,,4,0
1312,00_24_DD_00_CB_0C,215,1,267,432525,45,3,0,0,"432425, 432525, 445935",,,5,0
1313,00_24_DD_00_CB_7B,208,1,275,443815,37,2,0,0,"443815, 443876",,,1,0
1314,00_24_DD_00_CB_7B,208,1,274,444694,37,2,0,0,"443416, 444694",,,3,0
1315,00_24_DD_00_CB_0C,215,1,290,442652,45,3,0,0,"433836, 433837, 442652",,,4,0
1316,00_24_DD_00_CB_C8,214,1,231,350640,44,2,0,0,"349125, 350640",,,2,0
1317,00_24_DD_00_CF_00,137,1,3672,326855,38,2,0,0,"326827, 326855",,,1,0
1318,00_24_DD_00_CF_00,137,1,3764,293989,38,2,0,0,"293900, 293989",,,3,0
1319,00_24_DD_00_CF_00,137,1,3730,294223,38,4,0,0,"293910, 294011, 294015, 294223",,,5,0
1320,00_24_DD_00_CF_00,137,1,3774,294141,38,2,0,0,"293963, 294141",,,2,0
1321,00_24_DD_00_C7_E7,384,1,1047,446125,31,9,0,0,"355732, 442812, 443386, 443438, 443456, 443460, 443480, 443490, 446125",,,1,0
1322,00_24_DD_00_C7_E7,384,1,1038,444870,31,4,0,0,"443404, 443450, 443604, 444870",,,5,0
1323,00_24_DD_00_C7_F1,381,1,1069,446170,27,4,0,0,"446161, 446170, 446189, 446286",,,2,0
1324,00_24_DD_00_C8_1E,379,1,1025,446332,25,5,0,0,"446130, 446180, 446281, 446291, 446332",,,6,0
1325,00_24_DD_00_C8_23,377,1,1012,446256,21,3,0,0,"445701, 446256, 446263",,,1,0
1326,00_24_DD_00_C8_23,377,1,1124,444812,21,4,0,0,"443996, 444806, 444812, 444923",,,5,0
1327,00_24_DD_00_C8_29,374,1,1090,446254,18,5,0,0,"443705, 443834, 446227, 446254, 446268",,,2,0
1328,00_24_DD_00_C8_21,375,1,1076,445727,19,9,0,0,"444743, 444791, 444874, 444878, 444970, 445727, 446120, 446248, 446274",,,1,0
1329,00_24_DD_00_C8_27,376,1,1323,315483,20,2,0,0,"315483, 316190",,,1,0
1330,00_24_DD_00_C7_ED,349,1,2530,356613,32,9,0,0,"356547, 356606, 356613, 356770, 356993, 512131, 512164, 512185, 512265",,,5,0
1331,00_24_DD_00_C7_ED,349,1,2543,356071,32,4,0,0,"355977, 356057, 356070, 356071",,,3,0
1332,00_24_DD_00_C7_E4,345,1,2498,430686,27,5,0,0,"356064, 356312, 356539, 430686, 512165",,,1,0
1333,00_24_DD_00_C8_2A,344,1,2624,354914,26,4,0,0,"354914, 354922, 512158, 512243",,,2,0
1334,00_24_DD_00_C7_EA,341,1,2625,356519,21,10,0,0,"354490, 354889, 354933, 354942, 356519, 356594, 445310, 445383, 512186, 512278",,,1,0
1335,00_24_DD_00_C8_3A,311,1,2748,355774,30,4,0,0,"355694, 355764, 355774, 512229",,,4,0
1336,00_24_DD_00_C8_0A,313,1,2708,356579,32,3,0,0,"356579, 356649, 512159",,,5,0
1337,00_24_DD_00_C8_0A,313,1,2707,352011,32,9,0,0,"351040, 352011, 352156, 356315, 512096, 512139, 512156, 512209, 512426",,,3,0
1338,00_24_DD_00_C0_81,368,1,520,430295,9,11,0,0,"430214, 430295, 445690, 445769, 512026, 512048, 512100, 512109, 512442, 512485, 512552",,,5,0
1339,00_24_DD_00_C8_97,307,1,2774,429190,25,5,0,0,"428602, 428801, 429134, 429190, 512170",,,2,0
1340,00_24_DD_00_CB_77,308,1,2828,356602,26,9,0,0,"356601, 356602, 428944, 428987, 429213, 429247, 430170, 512149, 512167",,,1,0
1341,00_24_DD_00_C7_F5,309,1,2048,316464,27,2,0,0,"316464, 317156",,,5,0
1342,00_24_DD_00_C8_BB,275,1,1668,430974,30,10,0,0,"430291, 430304, 430906, 430974, 430978, 430989, 432356, 512021, 512050, 512051",,,1,0
1343,00_24_DD_00_C1_F5,273,1,1646,430907,27,4,0,0,"430346, 430907, 431004, 512195",,,5,0
1344,00_24_DD_00_C1_DA,277,1,1634,430327,32,3,0,0,"430327, 431002, 431260",,,4,0
1345,00_24_DD_00_C1_D9,281,1,1610,430403,38,9,0,0,"429460, 429571, 430239, 430403, 430407, 445407, 512219, 512449, 512451",,,1,0
1346,00_24_DD_00_C1_F5,273,1,1651,430348,27,2,0,0,"430318, 430348",,,1,0
1347,00_24_DD_00_C1_F5,273,1,1648,431045,27,2,0,0,"430284, 431045",,,6,0
1348,00_24_DD_00_C1_F5,273,1,1644,430912,27,2,0,0,"430912, 430931",,,1,0
1349,00_24_DD_00_C1_F5,273,1,1642,431019,27,2,0,0,"430999, 431019",,,6,0
1350,00_24_DD_00_C1_F5,273,1,1641,430300,27,2,0,0,"430300, 431005",,,5,0
1351,00_24_DD_00_C1_F5,273,1,1635,430310,27,2,0,0,"430290, 430310",,,1,0
1352,00_24_DD_00_C1_F5,273,1,1584,429545,27,5,0,0,"429545, 430890, 432092, 432245, 432276",,,2,0
1353,00_24_DD_00_C8_BB,275,1,1670,430992,30,2,0,0,"430992, 430998",,,2,0
1354,00_24_DD_00_C8_BB,275,1,1666,430977,30,2,0,0,"430977, 431050",,,4,0
1355,00_24_DD_00_C8_BB,275,1,1663,432366,30,2,0,0,"432365, 432366",,,3,0
1356,00_24_DD_00_C8_BB,275,1,1658,430361,30,2,0,0,"430147, 430361",,,2,0
1357,00_24_DD_00_C8_BB,275,1,1659,430867,30,2,0,0,"430867, 432347",,,3,0
1358,00_24_DD_00_C8_BB,275,1,1654,430134,30,2,0,0,"430134, 430321",,,4,0
1359,00_24_DD_00_C1_DB,278,1,1633,430382,33,2,0,0,"429408, 430382",,,4,0
1360,00_24_DD_00_C1_DB,278,1,1631,430124,33,2,0,0,"430090, 430124",,,3,0
1361,00_24_DD_00_C1_DB,278,1,1626,430385,33,4,0,0,"429330, 430030, 430094, 430385",,,5,0
1362,00_24_DD_00_C1_DB,278,1,1624,430305,33,2,0,0,"430305, 430316",,,1,0
1363,00_24_DD_00_C1_DB,278,1,1622,430324,33,2,0,0,"430306, 430324",,,4,0
1364,00_24_DD_00_C1_DB,278,1,1619,430141,33,2,0,0,"430141, 430397",,,1,0
1365,00_24_DD_00_C5_7B,280,1,1611,430362,37,4,0,0,"430288, 430362, 430372, 430442",,,2,0
1366,00_24_DD_00_C5_7B,280,1,1614,430356,37,2,0,0,"429346, 430356",,,5,0
1367,00_24_DD_00_C5_7B,280,1,1616,430367,37,2,0,0,"429590, 430367",,,4,0
1368,00_24_DD_00_C5_7B,280,1,1590,430127,37,4,0,0,"430091, 430119, 430127, 430217",,,6,0
1369,00_24_DD_00_C1_D9,281,1,1609,429001,38,2,0,0,"429001, 430111",,,4,0
1370,00_24_DD_00_C1_D9,281,1,1606,430167,38,1,0,0,430167,,,5,0
1371,00_24_DD_00_C1_D9,281,1,1603,429493,38,2,0,0,"429493, 430136",,,2,0
1372,00_24_DD_00_C1_D9,281,1,1599,430110,38,2,0,0,"429537, 430110",,,4,0
1373,00_24_DD_00_C1_D9,281,1,1596,429357,38,2,0,0,"429357, 430354",,,2,0
1374,00_24_DD_00_C8_2A,344,1,2611,354928,26,3,0,0,"354928, 357051, 357076",,,3,0
1375,00_24_DD_00_C8_A4,340,1,1303,356558,20,2,0,0,"356497, 356558",,,3,0
1376,00_24_DD_00_C7_E4,345,1,2499,355902,27,1,0,1,355902,,355870,5,0
1377,00_24_DD_00_C7_E4,345,1,1679,356321,27,1,1,0,356321,355870,,6,0
1378,00_24_DD_00_C8_3A,311,1,2732,350659,30,2,0,0,"350638, 350659",,,1,0
1379,00_24_DD_00_C8_97,307,1,1701,428971,25,2,0,0,"428890, 428971",,,5,0
1380,00_24_DD_00_C1_F6,276,1,634,317050,31,2,0,0,"316893, 317050",,,5,0
1381,00_24_DD_00_C8_C1,240,1,556,225017,31,2,0,0,"224976, 225017",,,5,0
1382,00_24_DD_00_C2_A2,245,1,1720,434403,38,2,0,0,"433914, 434403",,,6,0
1383,00_24_DD_00_C1_EE,249,1,1725,321396,43,2,0,0,"321396, 434333",,,5,0
1384,00_24_DD_00_C2_BF,242,1,1731,432717,33,2,0,0,"432717, 432832",,,3,0
1385,00_24_DD_00_C8_A2,343,1,1740,298729,25,2,0,0,"298729, 298753",,,2,0
1386,00_24_DD_00_C7_E4,345,1,2569,356469,27,2,0,0,"356469, 356540",,,2,0
1387,00_24_DD_00_C8_A4,340,1,1760,354905,20,2,0,0,"354905, 354925",,,4,0
1388,00_24_DD_00_C8_1E,379,1,1023,443551,25,1,1,0,443551,350195,,2,0
1389,00_24_DD_00_C8_1E,379,1,1775,445706,25,1,0,1,445706,,350195,1,0
1390,00_24_DD_00_C0_98,428,1,124,294509,42,2,0,0,"294509, 294620",,,5,0
1391,00_24_DD_00_C1_D3,248,1,443,430458,42,2,0,0,"430458, 445709",,,2,0
1392,00_24_DD_00_BD_E9,426,1,1825,294696,39,2,0,0,"294531, 294696",,,6,0
1393,00_24_DD_00_C0_C2,353,1,1832,445576,38,4,0,0,"445576, 512413, 512433, 512474",,,1,0
1394,00_24_DD_00_C0_C2,353,1,1846,512235,38,2,0,0,"446744, 512235",,,6,0
1395,00_24_DD_00_BD_81,354,1,1851,512042,39,4,0,0,"512037, 512042, 512061, 512290",,,6,0
1396,00_24_DD_00_BD_81,354,1,1859,512292,39,2,0,0,"511909, 512292",,,4,0
1397,00_24_DD_00_BD_81,354,1,1837,512029,39,4,0,0,"512029, 512052, 512475, 512478",,,5,0
1398,00_24_DD_00_BD_81,354,1,1836,512431,39,2,0,0,"512431, 512441",,,3,0
1399,00_24_DD_00_C0_C2,353,1,1830,512247,38,4,0,0,"512044, 512087, 512247, 512284",,,5,0
1400,00_24_DD_00_C0_C2,353,1,1835,445403,38,2,0,0,"445403, 512277",,,3,0
1401,00_24_DD_00_C2_BF,242,1,1860,445776,33,2,0,0,"431069, 445776",,,6,0
1402,00_24_DD_00_C2_6E,6,1,1861,223495,7,2,1,1,"223495, 223546",223500,223547,5,0
1403,00_24_DD_00_C0_37,286,1,1975,556023,44,3,0,0,"556023, 556130, 556145",,,4,0
1404,00_24_DD_00_C0_37,286,1,1973,556123,44,2,0,0,"556123, 556412",,,1,0
1405,00_24_DD_00_C0_37,286,1,1993,555808,44,2,0,0,"555808, 555809",,,2,0
1406,00_24_DD_00_C0_37,286,1,1980,555787,44,3,0,0,"555688, 555787, 555801",,,3,0
1407,00_24_DD_00_C0_37,286,1,2004,556407,44,2,0,0,"556391, 556407",,,2,0
1408,00_24_DD_00_C6_E1,321,1,1941,512252,43,2,0,0,"511928, 512252",,,6,0
1409,00_24_DD_00_C6_E1,321,1,1944,512260,43,3,0,0,"511839, 512260, 512266",,,5,0
1410,00_24_DD_00_C6_E1,321,1,1948,512346,43,2,0,0,"512346, 512368",,,1,0
1411,00_24_DD_00_C6_E1,321,1,1947,444951,43,3,0,0,"444951, 512380, 512394",,,4,0
1412,00_24_DD_00_C6_E1,321,1,1961,512359,43,3,0,0,"512359, 512367, 512371",,,6,0
1413,00_24_DD_00_C6_E1,321,1,1962,512386,43,2,0,0,"511426, 512386",,,5,0
1414,00_24_DD_00_C6_E1,321,1,1959,511925,43,3,0,0,"511925, 511926, 511938",,,3,0
1415,00_24_DD_00_C6_E1,321,1,1957,511924,43,2,0,0,"511888, 511924",,,1,0
1416,00_24_DD_00_C7_03,323,1,1965,444943,45,3,0,0,"444925, 444943, 446050",,,4,0
1417,00_24_DD_00_C7_03,323,1,1966,444996,45,2,0,0,"444993, 444996",,,5,0
1418,00_24_DD_01_2A_9C,555,1,1548,512250,19,3,0,0,"512136, 512250, 512303",,,1,0
1419,00_24_DD_01_2A_9C,555,1,1565,512058,19,2,0,0,"445662, 512058",,,3,0
1420,00_24_DD_01_2A_9C,555,1,1547,512363,19,2,0,0,"512363, 512364",,,2,0
1421,00_24_DD_01_2A_9C,555,1,1563,512137,19,2,0,0,"512137, 512142",,,2,0
1422,00_24_DD_01_28_89,554,1,1550,512372,18,2,0,0,"316303, 512372",,,5,0
1423,00_24_DD_01_2A_4A,557,1,1486,316000,21,2,0,0,"316000, 512237",,,2,0
1424,00_24_DD_01_2A_4A,557,1,1572,512069,21,6,0,0,"445741, 512069, 512125, 512145, 512154, 512365",,,4,0
1425,00_24_DD_00_CB_75,412,1,2420,392798,20,4,0,0,"392798, 392816, 392831, 392930",,,3,0
1426,00_24_DD_00_CB_75,412,1,2406,393152,20,3,0,0,"393060, 393152, 393161",,,1,0
1427,00_24_DD_00_CB_75,412,1,2399,392354,20,2,0,0,"392354, 392380",,,4,0
1428,00_24_DD_00_CB_75,412,1,2392,392245,20,2,0,0,"392245, 392368",,,1,0
1429,00_24_DD_00_CB_75,412,1,2388,392985,20,2,0,0,"392985, 393206",,,2,0
1430,00_24_DD_00_CB_75,412,1,2422,392850,20,3,0,0,"263560, 392350, 392850",,,5,0
1431,00_24_DD_00_CB_75,412,1,2378,393119,20,2,0,0,"393119, 393181",,,5,0
1432,00_24_DD_00_CB_1B,416,1,2336,554264,26,3,0,0,"392735, 392920, 554264",,,4,0
1433,00_24_DD_00_CB_1B,416,1,2338,554247,26,2,0,0,"393176, 554247",,,1,0
1434,00_24_DD_00_CB_1B,416,1,2342,393139,26,2,0,0,"392453, 393139",,,3,0
1435,00_24_DD_00_CB_1B,416,1,2452,392539,26,7,0,0,"392278, 392377, 392539, 392560, 392792, 392852, 393188",,,2,0
1436,00_24_DD_00_CB_1B,416,1,2354,392803,26,2,0,0,"392272, 392803",,,6,0
1437,00_24_DD_00_CB_1B,416,1,2357,392962,26,2,0,0,"392951, 392962",,,5,0
1438,00_24_DD_00_CB_1B,416,1,2369,392969,26,2,0,0,"392298, 392969",,,3,0
1439,00_24_DD_00_CB_1B,416,1,2373,392562,26,2,0,0,"294068, 392562",,,4,0
1440,00_24_DD_00_CB_1B,416,1,2456,393117,26,2,0,0,"393117, 393141",,,3,0
1441,00_24_DD_00_CB_1B,416,1,2476,392384,26,2,0,0,"392384, 392419",,,4,0
1442,00_24_DD_00_CA_E4,415,1,2431,556657,25,2,0,0,"556657, 566734",,,4,0
1443,00_24_DD_00_CA_E4,415,1,2438,556608,25,3,0,0,"556580, 556608, 556658",,,6,0
1444,00_24_DD_00_CA_E4,415,1,2484,392966,25,2,0,0,"392739, 392966",,,3,0
1445,00_24_DD_00_CA_E4,415,1,2493,393162,25,2,0,0,"392797, 393162",,,4,0
1446,00_24_DD_00_CA_E4,415,1,2683,318144,25,2,0,0,"318136, 318144",,,3,0
1447,00_24_DD_00_CA_E4,415,1,2527,392677,25,2,0,0,"392677, 392685",,,4,0
1448,00_24_DD_00_CA_E4,415,1,2546,392247,25,2,0,0,"392247, 392397",,,3,0
1449,00_24_DD_00_CA_E4,415,1,2563,392447,25,2,0,0,"392447, 393170",,,2,0
1450,00_24_DD_00_CA_E4,415,1,2559,392810,25,4,0,0,"392810, 392834, 392891, 553948",,,1,0
1451,00_24_DD_01_51_9E,564,1,346,555865,31,2,0,0,"555815, 555865",,,2,0
1452,00_24_DD_01_51_9E,564,1,341,555712,31,2,0,0,"555627, 555712",,,1,0
1453,00_24_DD_01_51_9E,564,1,277,552470,31,4,0,0,"552330, 552447, 552466, 552470",,,1,0
1454,00_24_DD_01_51_9E,564,1,289,552469,31,2,0,0,"552124, 552469",,,5,0
1455,00_24_DD_01_51_9E,564,1,288,552471,31,2,0,0,"552471, 552535",,,6,0
